fecha,s1p1,s1p2,s1p3,s1p4,s1p5,s2p6,s2p7,s2p8,s2p9,s3p10,s3p11,s3p12,s3p13,s4p14
18/01/2025 12:55,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,Neutral,En desacuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,
15/06/2025 05:36,Totalmente de acuerdo,Neutral,En desacuerdo,En desacuerdo,De acuerdo,Neutral,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,
22/04/2025 15:06,Neutral,De acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,Neutral,De acuerdo,En desacuerdo,Neutral,"Considero que la estrategia tiene sentido si no tienes urgencia, pero no siempre entiendo cuándo es el mejor momento."
15/04/2025 03:33,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,"Desde mi experiencia, los descuentos no siempre coinciden con mi momento de compra."
06/04/2025 23:10,De acuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,Neutral,En desacuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,
09/01/2025 17:48,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Neutral,Totalmente en desacuerdo,Neutral,De acuerdo,De acuerdo,Neutral,Neutral,Neutral,"Desde mi experiencia, la estrategia tiene sentido si no tienes urgencia, aunque sería mejor si avisaran con tiempo."
24/03/2025 06:54,En desacuerdo,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,
22/05/2025 04:01,Neutral,Totalmente de acuerdo,Neutral,En desacuerdo,De acuerdo,Neutral,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,
07/01/2025 13:11,Neutral,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,
19/01/2025 09:09,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,
21/04/2025 10:22,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,
26/04/2025 00:51,Neutral,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,
12/05/2025 17:48,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,
18/06/2025 05:47,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Neutral,De acuerdo,Neutral,De acuerdo,De acuerdo,Neutral,"Siento que cada vendedor podría informar mejor sobre los cambios de precio, lo cual me parece razonable dadas las condiciones del mercado, aunque no se si eso se pueda en mercado libre."
02/05/2025 08:39,En desacuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,
13/04/2025 07:46,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,
22/01/2025 11:02,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,Neutral,Neutral,En desacuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,
29/04/2025 07:28,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,
11/06/2025 19:21,De acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,
29/04/2025 05:29,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,En desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,
20/04/2025 08:57,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,En desacuerdo,
10/06/2025 04:37,Totalmente de acuerdo,De acuerdo,Neutral,Totalmente en desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,
01/06/2025 10:15,En desacuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,"Me ayudó a ahorrar dinero cuando compré en julio, pero fue por pura casualidad."
06/06/2025 21:59,Totalmente de acuerdo,Neutral,Totalmente en desacuerdo,En desacuerdo,Neutral,Neutral,En desacuerdo,Neutral,De acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,
20/05/2025 16:56,Neutral,Neutral,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,
21/03/2025 03:03,Neutral,En desacuerdo,De acuerdo,Neutral,De acuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,
16/04/2025 09:18,Neutral,Neutral,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,
22/04/2025 08:18,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,
17/03/2025 19:34,Neutral,En desacuerdo,Neutral,Totalmente en desacuerdo,Totalmente en desacuerdo,Neutral,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,
03/02/2025 19:32,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,
17/03/2025 01:36,De acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,
05/01/2025 05:36,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,
19/03/2025 05:00,Neutral,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Neutral,Neutral,En desacuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,Neutral,De acuerdo,"Me gusta que los precios cambian demasiado seguido, y por eso programo mis compras con antelación."
16/06/2025 15:26,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral,En desacuerdo,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,
22/01/2025 00:21,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,
13/01/2025 13:39,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo,Totalmente en desacuerdo,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,
07/05/2025 21:04,De acuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,
03/05/2025 11:27,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,En desacuerdo,Neutral,De acuerdo,Neutral,
09/03/2025 00:16,Neutral,Neutral,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,Neutral,Neutral,Totalmente en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,
06/04/2025 12:02,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,
18/06/2025 16:00,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,
21/01/2025 02:31,De acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,"Me parece que la empresa podría informar mejor sobre los cambios de precio, y eso me obliga a estar pendiente del calendario."
17/03/2025 03:46,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,Neutral,En desacuerdo,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,En desacuerdo,
09/02/2025 04:35,Neutral,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,"Aprendí que si un vendedor tiene pocas unidades de algo, suele ponerlo más barato para salir rápido del inventario"
03/01/2025 17:13,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,
29/01/2025 12:35,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,"Cuando veo que a un producto le quedan 3 o 4 unidades en Mercado Libre, le doy Favoritos y lo reviso un par de veces al día. Así me he encontrado con bajadas de precio de último momento, como esos tenis que pasaron de $200 mil a $120 mil de la noche a la mañana."
08/01/2025 19:24,Neutral,En desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,
